city_name,city_id,OBJECTID,CT20,pct_censustract
Monterey Park,50,1570,482702,1
Montebello,106,1571,482801,0.0003
Monterey Park,50,1571,482801,0.9997
La Habra Heights,195,1572,500100,0.9619
Unincorporated,31,1572,500100,0.0381
Unincorporated,31,1572,500100,0
La Habra Heights,195,1573,500202,0
Unincorporated,31,1573,500202,0.0106
Whittier,243,1573,500202,0.9894
La Habra Heights,195,1574,500203,0.001
Whittier,243,1574,500203,0.999
La Habra Heights,195,1575,500204,0.9987
Unincorporated,31,1575,500204,0.0006
Whittier,243,1575,500204,0.0007
Industry,3,1576,500300,0.0764
Pico Rivera,107,1576,500300,0.1251
Unincorporated,31,1576,500300,0.0692
Unincorporated,31,1576,500300,0.7292
Whittier,243,1576,500300,0.0001
Pico Rivera,107,1577,500402,1
Pico Rivera,107,1578,500403,0.8608
Unincorporated,31,1578,500403,0
Unincorporated,31,1578,500403,0.1388
Whittier,243,1578,500403,0.0005
Pico Rivera,107,1579,500404,1
Unincorporated,31,1579,500404,0
Montebello,106,1580,500500,0
Pico Rivera,107,1580,500500,1
Unincorporated,31,1580,500500,0
Montebello,106,1581,500600,0.0002
Pico Rivera,107,1581,500600,0.9998
Montebello,106,1582,500700,0.0001
Pico Rivera,107,1582,500700,0.9999
Pico Rivera,107,1583,500800,1
Unincorporated,31,1583,500800,0
Pico Rivera,107,1584,500900,0.9999
Unincorporated,31,1584,500900,0
Whittier,243,1584,500900,0
Pico Rivera,107,1585,501001,0.0012
Unincorporated,31,1585,501001,0.9485
Whittier,243,1585,501001,0.0503
Unincorporated,31,1586,501002,0.8809
Whittier,243,1586,501002,0.1191
Pico Rivera,107,1587,501200,0
Unincorporated,31,1587,501200,0.0288
Unincorporated,31,1587,501200,0.2245
Whittier,243,1587,501200,0.7466
Unincorporated,31,1588,501301,0
Whittier,243,1588,501301,1
Whittier,243,1589,501302,1
Unincorporated,31,1590,501400,0.0031
Whittier,243,1590,501400,0.9969
Unincorporated,31,1591,501501,0.5518
Whittier,243,1591,501501,0.4482
Whittier,243,1592,501503,1
Whittier,243,1593,501504,1
